league,team_id,team_slug,team_name,team_display,team_color
womens,79,southern-illinois-salukis,Southern Illinois,SIU,#662b3d
womens,8,arkansas-razorbacks,Arkansas,Arkansas,#972c38
womens,82,uic-flames,UIC,UIC,#c92a38
womens,84,indiana-hoosiers,Indiana,Indiana,#8c1a11
womens,85,iu-indianapolis-jaguars,IU Indianapolis,IU Indy,#ca8437
womens,86697,grace-christian-tigers,Grace Christian,Grace,gray60
womens,86802,oswego-st-lakers,Oswego St,Oswego St,gray60
womens,87,notre-dame-fighting-irish,Notre Dame,ND,#04143e
womens,88,southern-indiana-screaming-eagles,Southern Indiana,S Indiana,#0e2b58
womens,9,arizona-state-sun-devils,Arizona State,AZ State,#821d3b
womens,91,bellarmine-knights,Bellarmine,Bellarmine,#873242
womens,93,murray-state-racers,Murray State,Murray,#f6c845
womens,94,northern-kentucky-norse,Northern Kentucky,N Kentucky,#f6ca52
womens,96,kentucky-wildcats,Kentucky,Kentucky,#12329a
womens,97,louisville-cardinals,Louisville,Louisville,#b82629
womens,98,western-kentucky-lady-toppers,Western Kentucky,WKU,#d04746
womens,99,lsu-tigers,LSU,LSU,#412377
